word,occurences,,
k,42,,
maria callas,42,,
seville,42,,
nairobi,42,,
henry david thoreau,42,,
surfing,42,,
jurassic park,42,,
shelley,42,,
south pacific,42,,
mustard,42,,
naples,42,,
an earthquake,42,,
lucille ball,42,,
on the road,42,,
skylab,42,,
billy joel,42,,
yom kippur,42,,
heart of darkness,42,,
the atlantic,42,,
brad pitt,42,,
the hindenburg,42,,
jackie kennedy,42,,
the book of mormon,42,,
clinton,41,,
an ostrich,41,,
billy budd,41,,
joseph smith,41,,
american samoa,41,,
harry houdini,41,,
ramadan,41,,
matthew,41,,
nato,41,,
lillian hellman,41,,
hamburg,41,,
hershey,41,,
the colosseum,41,,
the parthenon,41,,
john deere,41,,
the olympics,41,,
san jose,41,,
chuck yeager,41,,
at t,41,,
fog,41,,
cape cod,41,,
pete rose,41,,
the fugitive,41,,
three,41,,
oklahoma city,41,,
sunset boulevard,41,,
johnny carson,41,,
trenton,41,,
walt disney,41,,
long island,41,,
henrik ibsen,41,,
the stomach,41,,
much ado about nothing,41,,
november,41,,
whiskey,41,,
the pacific,41,,
drake,41,,
platinum,41,,
aaron,41,,
happy days,41,,
walter mondale,41,,
a butterfly,41,,
henry miller,41,,
william blake,41,,
photosynthesis,41,,
billie holiday,41,,
the bering sea,41,,
hope,41,,
simon bolivar,41,,
buckingham palace,41,,
wicked,41,,
heaven,41,,
saskatchewan,41,,
squash,41,,
sitting bull,41,,
the brothers karamazov,41,,
esther,41,,
sagittarius,41,,
patton,41,,
television,41,,
julie andrews,41,,
raymond chandler,41,,
barbie,41,,
mata hari,41,,
starbucks,41,,
margaret sanger,41,,
its a wonderful life,41,,
coco chanel,41,,
bambi,41,,
robert redford,40,,
willie nelson,40,,
a hummingbird,40,,
theodore dreiser,40,,
lizzie borden,40,,
gymnastics,40,,
avignon,40,,
fiji,40,,
de gaulle,40,,
iwo jima,40,,
rachel carson,40,,
walmart,40,,
the flintstones,40,,
salvador dali,40,,
xerox,40,,
vanity fair,40,,
rosalynn carter,40,,
peter paul rubens,40,,
rabies,40,,
iodine,40,,
the senate,40,,
capricorn,40,,
mount st helens,40,,
virgil,40,,
molière,40,,
atlantis,40,,
yeast,40,,
clue,40,,
the revolutionary war,40,,
philip roth,40,,
mistletoe,40,,
joan rivers,40,,
windsor,40,,
peace,40,,
gulliver,40,,
sarah bernhardt,40,,
shanghai,40,,
bass,40,,
chromosomes,40,,
armenia,40,,
james brown,40,,
er,40,,
blackbeard,40,,
delilah,40,,
a diamond,40,,
o henry,40,,
niels bohr,40,,
the tiber,40,,
walter reed,40,,
papyrus,40,,
isis,40,,
a dragon,40,,
cerberus,40,,
kilimanjaro,40,,
verdi,40,,
nelson,40,,
ralph lauren,40,,
jesse owens,40,,
the big bang theory,40,,
jack nicholson,40,,
whoopi goldberg,40,,
a pig,40,,
chekhov,40,,
chevrolet,39,,
tom sawyer,39,,
the smithsonian,39,,
figure skating,39,,
namibia,39,,
charles schulz,39,,
lord nelson,39,,
the adriatic,39,,
elizabeth ii,39,,
rugby,39,,
cole porter,39,,
george harrison,39,,
guinness,39,,
the doors,39,,
glaciers,39,,
scarlett ohara,39,,
popcorn,39,,
david letterman,39,,
winslow homer,39,,
ginger,39,,
edvard grieg,39,,
frederick the great,39,,
kidneys,39,,
pollen,39,,
franz kafka,39,,
the cia,39,,
isaac newton,39,,
pancho villa,39,,
andersonville,39,,
eagle,39,,
hitler,39,,
charles ii,39,,
harrisburg,39,,
benny goodman,39,,
cars,39,,
allen ginsberg,39,,
punch,39,,
waiting for godot,39,,
mount rainier,39,,
memorial day,39,,
august,39,,
nietzsche,39,,
harlem,39,,
halifax,39,,
qantas,39,,
pearl,39,,
steam,39,,
genoa,39,,
a black hole,39,,
pompeii,39,,
normandy,39,,
the vikings,39,,
emma,39,,
arthur,39,,
lava,39,,
melbourne,39,,
rabbit,39,,
flint,39,,
watergate,39,,
tierra del fuego,39,,
kiev,39,,
dick cheney,39,,
d,39,,
asparagus,39,,
qatar,39,,
saul,39,,
yogi berra,39,,
worms,39,,
oliver wendell holmes,39,,
twister,39,,
hello dolly,39,,
keats,39,,
puget sound,39,,
jack kerouac,39,,
the articles of confederation,39,,
rent,39,,
60 minutes,39,,
the everglades,39,,
planet of the apes,39,,
lee,39,,
tolkien,39,,
machu picchu,38,,
the sistine chapel,38,,
a bear,38,,
franz liszt,38,,
george eastman,38,,
the pancreas,38,,
george,38,,
graphite,38,,
god,38,,
all quiet on the western front,38,,
the ten commandments,38,,
sarah,38,,
tears,38,,
the raven,38,,
sherry,38,,
john milton,38,,
stevie wonder,38,,
borneo,38,,
james watt,38,,
grant wood,38,,
mike tyson,38,,
juan carlos,38,,
louis pasteur,38,,
khartoum,38,,
methane,38,,
b,38,,
edward,38,,
japanese,38,,
pandora,38,,
ants,38,,
camels,38,,
cork,38,,
goethe,38,,
sulfur,38,,
jack,38,,
auguste rodin,38,,
a fish,38,,
neil diamond,38,,
the virgin islands,38,,
ankara,38,,
pine,38,,
edward r murrow,38,,
mardi gras,38,,
hansel and gretel,38,,
charlies angels,38,,
aaron copland,38,,
the earth,38,,
readers digest,38,,
robert goddard,38,,
fox,38,,
the brady bunch,38,,
summer,38,,
annie get your gun,38,,
the spanish armada,38,,
freud,38,,
robert fulton,38,,
jodie foster,38,,
angola,38,,
wonder woman,38,,
vanilla,38,,
the xfiles,38,,
bette davis,38,,
dead,38,,
paprika,38,,
antietam,38,,
the cat in the hat,38,,
aries,38,,
heidi,38,,
maria theresa,38,,
sputnik,38,,
wednesday,38,,
the last of the mohicans,38,,
the twilight zone,38,,
secretary of state,38,,
nile,38,,
gabriel,38,,
jk rowling,38,,
harper lee,38,,
whistler,38,,
tesla,38,,
prince albert,37,,
nikita khrushchev,37,,
sam shepard,37,,
horace greeley,37,,
mobile,37,,
oak,37,,
gray,37,,
bears,37,,
salome,37,,
a zebra,37,,
edward albee,37,,
wendys,37,,
archery,37,,
the persian gulf,37,,
poker,37,,
cannes,37,,
stanley,37,,
jakarta,37,,
the odyssey,37,,
calamity jane,37,,
sting,37,,
attorney general,37,,
sirius,37,,
york,37,,
breakfast at tiffanys,37,,
the producers,37,,
esperanto,37,,
marthas vineyard,37,,
clarence thomas,37,,
the shining,37,,
giuseppe verdi,37,,
roald dahl,37,,
albert camus,37,,
elizabeth dole,37,,
cook,37,,
james bond,37,,
murphy brown,37,,
the beverly hillbillies,37,,
anchorage,37,,
snow white and the seven dwarfs,37,,
an eagle,37,,
in god we trust,37,,
the golden gate bridge,37,,
iris,37,,
estonia,37,,
tennyson,37,,
enrico fermi,37,,
jane addams,37,,
franco,37,,
tony blair,37,,
subway,37,,
godzilla,37,,
rhinoceros,37,,
houdini,37,,
salman rushdie,37,,
the wind in the willows,37,,
bicycles,37,,
bing crosby,37,,
american express,37,,
vice president,37,,
maximilian,37,,
rodeo,37,,
shrimp,37,,
santiago,37,,
merlin,37,,
the good earth,37,,
thomas dewey,37,,
the yangtze,37,,
james michener,37,,
oliver,37,,
montpelier,37,,
lithium,37,,
the diaphragm,37,,
dick tracy,37,,
el paso,37,,
newport,37,,
honduras,37,,
pink floyd,37,,
mickey mouse,37,,
seven,37,,
mark antony,37,,
the oregon trail,36,,
moby dick,36,,
tycho brahe,36,,
chernobyl,36,,
a sword,36,,
will smith,36,,
flowers,36,,
taxi,36,,
aspirin,36,,
cornwallis,36,,
croatia,36,,
swedish,36,,
kodak,36,,
butterfly,36,,
the emancipation proclamation,36,,
deuteronomy,36,,
the house of the seven gables,36,,
stephen crane,36,,
leonard bernstein,36,,
kipling,36,,
saul bellow,36,,
buchanan,36,,
montezuma,36,,
tehran,36,,
martina navratilova,36,,
11,36,,
dorian gray,36,,
andrew wyeth,36,,
erie,36,,
lyndon b johnson,36,,
candide,36,,
kiwi,36,,
clouds,36,,
disney,36,,
ghostbusters,36,,
cream,36,,
the canary islands,36,,
mamie eisenhower,36,,
george foreman,36,,
greta garbo,36,,
the marines,36,,
married with children,36,,
trotsky,36,,
the quakers,36,,
clarence darrow,36,,
sean connery,36,,
dune,36,,
evangeline,36,,
bulgaria,36,,
marc chagall,36,,
baptism,36,,
muscles,36,,
cubism,36,,
staten island,36,,
survivor,36,,
methuselah,36,,
the piano,36,,
dumbo,36,,
phil collins,36,,
michael,36,,
mickey mantle,36,,
aa milne,36,,
the baltic sea,36,,
0,36,,
excalibur,36,,
a bicycle,36,,
hercule poirot,36,,
saffron,36,,
des moines,36,,
penguins,36,,
aristophanes,36,,
the euphrates,36,,
hermes,36,,
sir isaac newton,36,,
a connecticut yankee in king arthurs court,36,,
nancy drew,36,,
a skunk,36,,
boise,36,,
indigo,36,,
jaguar,36,,
che guevara,36,,
july,36,,
greys anatomy,36,,
ruth bader ginsburg,36,,
juneau,36,,
wild bill hickok,36,,
arthur ashe,36,,
the merry wives of windsor,35,,
curling,35,,
lungs,35,,
the british museum,35,,
mikhail gorbachev,35,,
l frank baum,35,,
onions,35,,
gregor mendel,35,,
lake champlain,35,,
lobster,35,,
nolan ryan,35,,
st patrick,35,,
michael j fox,35,,
demi moore,35,,
alcohol,35,,
anne hathaway,35,,
cauliflower,35,,
addis ababa,35,,
a rainbow,35,,
rem,35,,
general electric,35,,
pisces,35,,
george vi,35,,
medea,35,,
smoking,35,,
badminton,35,,
kyoto,35,,
denzel washington,35,,
silicon,35,,
eggplant,35,,
john irving,35,,
hemoglobin,35,,
ray charles,35,,
the northwest passage,35,,
van halen,35,,
alexandre dumas,35,,
1776,35,,
ted williams,35,,
august wilson,35,,
women,35,,
chihuahua,35,,
kuala lumpur,35,,
pizarro,35,,
elizabeth,35,,
billy crystal,35,,
jay leno,35,,
dewey,35,,
crazy horse,35,,
big ben,35,,
vermouth,35,,
50,35,,
amy tan,35,,
madeleine albright,35,,
sylvester stallone,35,,
williamsburg,35,,
sean penn,35,,
burma,35,,
equus,35,,
byron,35,,
a bull,35,,
lettuce,35,,
midnight cowboy,35,,
google,35,,
heat,35,,
eb white,35,,
marvin gaye,35,,
jason,35,,
george bush,35,,
the addams family,35,,
independence hall,35,,
the supremes,35,,
lady godiva,35,,
joan crawford,35,,
carrie,35,,
persia,35,,
clay,35,,
sappho,35,,
ross perot,35,,
from here to eternity,35,,
queen anne,35,,
the kidneys,35,,
santa claus,35,,
the coast guard,35,,
soviet union,35,,
latvia,35,,
pizza,35,,
martin luther king,35,,
upton sinclair,35,,
guns n roses,35,,
wells fargo,35,,
the bay of biscay,35,,
sacagawea,35,,
james,35,,
navajo,35,,
harry potter,35,,
philippines,35,,
monroe,35,,
kareem abduljabbar,35,,
a mouse,35,,
taylor swift,35,,
hollywood,34,,
i love lucy,34,,
snakes,34,,
boris yeltsin,34,,
bucharest,34,,
go,34,,
garibaldi,34,,
henry fielding,34,,
plutonium,34,,
the ark of the covenant,34,,
john muir,34,,
larry bird,34,,
vince lombardi,34,,
chesapeake bay,34,,
lake ontario,34,,
the monkees,34,,
battlestar galactica,34,,
bahrain,34,,
capillaries,34,,
william wordsworth,34,,
cornell,34,,
the yukon,34,,
ribs,34,,
geraldine ferraro,34,,
damn yankees,34,,
titanium,34,,
the kalahari,34,,
gilbert stuart,34,,
a fox,34,,
hadrian,34,,
vivaldi,34,,
schubert,34,,
eric clapton,34,,
johnson johnson,34,,
al pacino,34,,
rossini,34,,
hanoi,34,,
rochester,34,,
winnipeg,34,,
head,34,,
gutenberg,34,,
perry mason,34,,
the cape of good hope,34,,
adolf hitler,34,,
midway,34,,
a submarine,34,,
air force one,34,,
backgammon,34,,
tom wolfe,34,,
disraeli,34,,
clark gable,34,,
the hermitage,34,,
edna ferber,34,,
madison square garden,34,,
drew barrymore,34,,
25,34,,
smell,34,,
st patricks day,34,,
jennifer aniston,34,,
beans,34,,
kobe bryant,34,,
virgo,34,,
henry moore,34,,
pepper,34,,
fencing,34,,
toledo,34,,
angelina jolie,34,,
tonga,34,,
the brooklyn bridge,34,,
anton chekhov,34,,
walter cronkite,34,,
rupert murdoch,34,,
mammoth cave,34,,
carson city,34,,
john donne,34,,
louisville,34,,
lexington,34,,
the orinoco,34,,
an asteroid,34,,
a sloth,34,,
man of la mancha,34,,
pontius pilate,34,,
yogurt,34,,
the kentucky derby,34,,
nostradamus,34,,
general hospital,34,,
isabel allende,34,,
valhalla,34,,
volcanoes,34,,
mir,34,,
linus pauling,34,,
blackjack,34,,
john paul ii,34,,
almonds,34,,
judy blume,34,,
the fbi,34,,
beyoncé,34,,
rihanna,34,,
anwar sadat,34,,
ebenezer scrooge,33,,
bruce willis,33,,
a shark,33,,
two,33,,
george burns,33,,
a tiger,33,,
gloria steinem,33,,
jack benny,33,,
doc holliday,33,,
sardinia,33,,
17,33,,
baroque,33,,
a frog,33,,
attila the hun,33,,
chariots,33,,
halle berry,33,,
carson mccullers,33,,
the gobi,33,,
william shatner,33,,
helen,33,,
butterflies,33,,
samuel johnson,33,,
the princess bride,33,,
roseanne,33,,
voodoo,33,,
the prado,33,,
2001 a space odyssey,33,,
sports illustrated,33,,
john smith,33,,
valley forge,33,,
sand,33,,
bavaria,33,,
quito,33,,
man,33,,
thomas mann,33,,
vitamin c,33,,
algiers,33,,
jp morgan,33,,
billie jean king,33,,
st helena,33,,
sake,33,,
coolidge,33,,
queens,33,,
joe montana,33,,
sedimentary,33,,
bells,33,,
devils island,33,,
ebony,33,,
broccoli,33,,
amethyst,33,,
arthur c clarke,33,,
law order,33,,
catholicism,33,,
spongebob squarepants,33,,
john williams,33,,
an umbrella,33,,
ishmael,33,,
ralph waldo emerson,33,,
vassar,33,,
little red riding hood,33,,
abba,33,,
the holy grail,33,,
rosemarys baby,33,,
liberty,33,,
artemis,33,,
burt reynolds,33,,
joseph stalin,33,,
judges,33,,
nicole kidman,33,,
doctor who,33,,
diana ross,33,,
bird,33,,
nose,33,,
columbus day,33,,
poison ivy,33,,
oman,33,,
feathers,33,,
mandarin,33,,
goat,33,,
olympia,33,,
a turtle,33,,
ivanhoe,33,,
guy fawkes,33,,
timbuktu,33,,
saturday night live,33,,
anchovies,33,,
spike lee,33,,
dog,33,,
violet,33,,
sleep,33,,
animal house,33,,
stalingrad,33,,
the office,33,,
juno,33,,
cheyenne,33,,
vogue,33,,
cologne,33,,
buckminster fuller,33,,
dian fossey,33,,
impressionism,33,,
brigadoon,33,,
ludwig van beethoven,33,,
civil war,33,,
johnson,33,,
katy perry,33,,
jacqueline kennedy,32,,
barack obama,32,,
buffalo bill cody,32,,
bill bradley,32,,
poison,32,,
eleanor of aquitaine,32,,
ray bradbury,32,,
ron howard,32,,
ice hockey,32,,
lithuania,32,,
mel gibson,32,,
porgy and bess,32,,
la bohème,32,,
limestone,32,,
ringo starr,32,,
48,32,,
the bering strait,32,,
romeo juliet,32,,
ghana,32,,
wood,32,,
the four seasons,32,,
scorpio,32,,
johann strauss,32,,
saturday night fever,32,,
titian,32,,
jezebel,32,,
yiddish,32,,
the 1960s,32,,
tombstone,32,,
superior,32,,
trees,32,,
mount sinai,32,,
paula abdul,32,,
ammonia,32,,
william,32,,
arlington national cemetery,32,,
blondie,32,,
elephant,32,,
carol burnett,32,,
dr strangelove,32,,
richard burton,32,,
garth brooks,32,,
neville chamberlain,32,,
sacajawea,32,,
key west,32,,
hermann hesse,32,,
louis lamour,32,,
jennifer lopez,32,,
spam,32,,
david mamet,32,,
the little prince,32,,
belfast,32,,
humphrey bogart,32,,
franklin,32,,
the kremlin,32,,
aretha franklin,32,,
tripoli,32,,
lesotho,32,,
checkers,32,,
wax,32,,
the jordan,32,,
sikhism,32,,
edward viii,32,,
i,32,,
parliament,32,,
zorro,32,,
prospero,32,,
a helicopter,32,,
chad,32,,
noel coward,32,,
marshall,32,,
guinevere,32,,
k2,32,,
robert de niro,32,,
thebes,32,,
arthur conan doyle,32,,
the rosetta stone,32,,
bern,32,,
charlie parker,32,,
twin peaks,32,,
the underground railroad,32,,
fort knox,32,,
st george,32,,
the eagle,32,,
thomas wolfe,32,,
don juan,32,,
vertebrae,32,,
the hapsburgs,32,,
a dove,32,,
legs,32,,
utopia,32,,
sony,32,,
santa anna,32,,
larry mcmurtry,32,,
pagliacci,32,,
three mile island,32,,
bacteria,32,,
the police,32,,
sense and sensibility,32,,
glee,32,,
the starspangled banner,32,,
yoga,32,,
the violin,32,,
intel,32,,
chinatown,32,,
the spanish civil war,32,,
john le carré,32,,
risk,32,,
alexander pope,32,,
up,32,,
shirley maclaine,32,,
yves saint laurent,32,,
celsius,32,,
the aegean,32,,
curry,32,,
hanukkah,32,,
around the world in eighty days,32,,
mad men,32,,
adele,32,,
les miserables,31,,
pitcairn island,31,,
andrew,31,,
edna st vincent millay,31,,
threes company,31,,
quarks,31,,
the catcher in the rye,31,,
gloves,31,,
a pearl,31,,
the jungle,31,,
greyhound,31,,
lyndon baines johnson,31,,
twilight,31,,
the falklands,31,,
the iliad,31,,
cosmopolitan,31,,
frogs,31,,
aldous huxley,31,,
edward lear,31,,
a volcano,31,,
troilus and cressida,31,,
the czech republic,31,,
mit,31,,
james baldwin,31,,
speaker of the house,31,,
fahrenheit,31,,
numbers,31,,
cary grant,31,,
janet reno,31,,
rolling stone,31,,
the french revolution,31,,
liberace,31,,
rye,31,,
out of africa,31,,
show boat,31,,
a balloon,31,,
mary tyler moore,31,,
el dorado,31,,
procter gamble,31,,
asteroids,31,,
john kennedy,31,,
the new york yankees,31,,
bruce lee,31,,
plymouth rock,31,,
titus andronicus,31,,
jim carrey,31,,
the old curiosity shop,31,,
volcano,31,,
hudson bay,31,,
edgar degas,31,,
portauprince,31,,
earthquakes,31,,
tiananmen square,31,,
the koran,31,,
ferdinand isabella,31,,
the dallas cowboys,31,,
salvador dalí,31,,
back to the future,31,,
ralph nader,31,,
earth day,31,,
the bounty,31,,
gills,31,,
tulips,31,,
education,31,,
john henry,31,,
the acropolis,31,,
mount vernon,31,,
jean lafitte,31,,
a triangle,31,,
angels,31,,
the charge of the light brigade,31,,
monday,31,,
saturday,31,,
the indianapolis 500,31,,
the retina,31,,
the mayans,31,,
reno,31,,
the hudson,31,,
poet laureate,31,,
the silence of the lambs,31,,
lake titicaca,31,,
absolute zero,31,,
narcissus,31,,
duran duran,31,,
the guillotine,31,,
the african queen,31,,
yorktown,31,,
cartilage,31,,
bullfighting,31,,
the untouchables,31,,
indiana jones,31,,
q,31,,
a kangaroo,31,,
south park,31,,
ingrid bergman,31,,
shania twain,31,,
rollsroyce,31,,
avocado,31,,
poetry,31,,
nuremberg,31,,
little house on the prairie,31,,
people,31,,
audrey hepburn,31,,
sweeney todd,31,,
eucalyptus,31,,
samuel beckett,31,,
elijah,31,,
lassie,31,,
diana,31,,
beverly hills 90210,31,,
moon,31,,
mamma mia,31,,
sauerkraut,31,,
pat nixon,31,,
shrek,31,,
montevideo,31,,
the music man,31,,
eye,31,,
stuart little,31,,
ruby,31,,
cuneiform,31,,
arsenic,31,,
rabbie burns,31,,
stravinsky,31,,
big brother,31,,
energy,31,,
the leaning tower of pisa,31,,
leaves of grass,31,,
american pie,31,,
hester prynne,31,,
elvis,31,,
gunpowder,31,,
justin timberlake,31,,
the great barrier reef,31,,
goldfinger,31,,
the boston red sox,31,,
usa today,30,,
tiffany,30,,
parsley,30,,
aerosmith,30,,
annabel lee,30,,
zane grey,30,,
wounded knee,30,,
vitamin d,30,,
mario puzo,30,,
thornton wilder,30,,
new brunswick,30,,
rodents,30,,
omar khayyam,30,,
the black hills,30,,
avon,30,,
the bermuda triangle,30,,
children,30,,
rockefeller,30,,
martha graham,30,,
xerxes,30,,
amtrak,30,,
gilligans island,30,,
the appalachians,30,,
scotch,30,,
hades,30,,
francisco franco,30,,
wool,30,,
january,30,,
frost,30,,
harold pinter,30,,
shogun,30,,
sears,30,,
desdemona,30,,
the concorde,30,,
sage,30,,
robespierre,30,,
the boston massacre,30,,
johnny depp,30,,
dan rather,30,,
miller,30,,
sir arthur conan doyle,30,,
george carlin,30,,
edvard munch,30,,
remington,30,,
john jacob astor,30,,
comets,30,,
charlottes web,30,,
jessica lange,30,,
five,30,,
belarus,30,,
good friday,30,,
argon,30,,
asbestos,30,,
hera,30,,
la scala,30,,
thunder,30,,
jacqueslouis david,30,,
lucy,30,,
granite,30,,
shaquille oneal,30,,
groundhog day,30,,
asthma,30,,
the lusitania,30,,
luke,30,,
die hard,30,,
eli whitney,30,,
johannes kepler,30,,
60,30,,
circe,30,,
midnight,30,,
field of dreams,30,,
janis joplin,30,,
william tecumseh sherman,30,,
the andy griffith show,30,,
route 66,30,,
kathmandu,30,,
carousel,30,,
coney island,30,,
icarus,30,,
broadway,30,,
the green bay packers,30,,
on the waterfront,30,,
emma lazarus,30,,
prince philip,30,,
catfish,30,,
hill street blues,30,,
ichabod crane,30,,
ferdinand,30,,
ear,30,,
the flying dutchman,30,,
mission impossible,30,,
the byzantine empire,30,,
fiat,30,,
levi strauss,30,,
joseph mccarthy,30,,
the north pole,30,,
uzbekistan,30,,
it,30,,
corazon aquino,30,,
nutmeg,30,,
victoria falls,30,,
arbor day,30,,
west germany,30,,
stradivarius,30,,
trout,30,,
quebec city,30,,
east germany,30,,
cape horn,30,,
a passage to india,30,,
sun,30,,
amino acids,30,,
ee cummings,30,,
bmw,30,,
deadwood,30,,
the appendix,30,,
guyana,30,,
christopher marlowe,30,,
alexander,30,,
schindlers list,30,,
ragtime,30,,
xrays,30,,
melanin,30,,
buddy holly,30,,
house,30,,
kamehameha,30,,
casey jones,30,,
ty cobb,29,,
jacksonville,29,,
richard byrd,29,,
feet,29,,
annie hall,29,,
the muses,29,,
singin in the rain,29,,
sofia,29,,
jack dempsey,29,,
rutgers,29,,
tofu,29,,
cecil rhodes,29,,
the minotaur,29,,
dynasty,29,,
johannes brahms,29,,
danish,29,,
the owl,29,,
mao,29,,
the magic flute,29,,
bingo,29,,
toto,29,,
james k polk,29,,
purple rain,29,,
colonel sanders,29,,
a wolf,29,,
kabul,29,,
quasimodo,29,,
heinz,29,,
marian anderson,29,,
leather,29,,
rhubarb,29,,
the peloponnesian war,29,,
beverly hills,29,,
the prince and the pauper,29,,
common sense,29,,
osiris,29,,
little shop of horrors,29,,
manuel noriega,29,,
miles davis,29,,
hispaniola,29,,
bobby fischer,29,,
the milky way,29,,
charlie brown,29,,
josephine,29,,
pasadena,29,,
gwyneth paltrow,29,,
mount olympus,29,,
sir edmund hillary,29,,
all the kings men,29,,
jumbo,29,,
john travolta,29,,
chevy chase,29,,
holland,29,,
photography,29,,
usa,29,,
steve jobs,29,,
grace,29,,
carrie fisher,29,,
